country,states,id,country_iso2,country_norm,emoji_flag
France,"[{""name"": ""Auvergne-Rhône-Alpes"", ""active"": true}, {""name"": ""Bourgogne-Franche-Comté"", ""active"": true}, {""name"": ""Brittany"", ""active"": true}, {""name"": ""Centre-Val de Loire"", ""active"": true}, {""name"": ""Corsica"", ""active"": true}, {""name"": ""Grand Est"", ""active"": true}, {""name"": ""Hauts-de-France"", ""active"": true}, {""name"": ""Île-de-France"", ""active"": true}, {""name"": ""Normandy"", ""active"": true}, {""name"": ""Nouvelle-Aquitaine"", ""active"": true}, {""name"": ""Occitanie"", ""active"": true}, {""name"": ""Pays de la Loire"", ""active"": true}, {""name"": ""Provence-Alpes-Côte d'Azur"", ""active"": true}]",0ffa7d6e-6cf3-40c9-9cf3-f262057c3921,FR, rance,🇫🇷
French Polynesia,"[{""name"": ""Austral Islands"", ""active"": true}, {""name"": ""Gambier Islands"", ""active"": true}, {""name"": ""Marquesas Islands"", ""active"": true}, {""name"": ""Tuamotu-Gambier"", ""active"": true}, {""name"": ""Society Islands"", ""active"": true}]",c7ac7b4d-b56a-42d2-b3c5-0ac004adb915,FR, rench olynesia,🇫🇷
Gabon,"[{""name"": ""Estuaire"", ""active"": true}, {""name"": ""Haut-Ogooué"", ""active"": true}, {""name"": ""Moyen-Ogooué"", ""active"": true}, {""name"": ""Ngounié"", ""active"": true}, {""name"": ""Nyanga"", ""active"": true}, {""name"": ""Ogooué-Ivindo"", ""active"": true}, {""name"": ""Ogooué-Lolo"", ""active"": true}, {""name"": ""Ogooué-Maritime"", ""active"": true}, {""name"": ""Woleu-Ntem"", ""active"": true}]",1716eb03-5c18-4cd2-bcb0-6221a1c013dd,GA, abon,🇬🇦
Gambia,"[{""name"": ""Banjul"", ""active"": true}, {""name"": ""Central River"", ""active"": true}, {""name"": ""Lower River"", ""active"": true}, {""name"": ""North Bank"", ""active"": true}, {""name"": ""Upper River"", ""active"": true}, {""name"": ""Western"", ""active"": true}]",6f86c5cb-6068-4574-80fa-96ee42d72d7e,GA, ambia,🇬🇦
Georgia,"[{""name"": ""Abkhazia"", ""active"": true}, {""name"": ""Adjara"", ""active"": true}, {""name"": ""Guria"", ""active"": true}, {""name"": ""Imereti"", ""active"": true}, {""name"": ""Kakheti"", ""active"": true}, {""name"": ""Kvemo Kartli"", ""active"": true}, {""name"": ""Mtskheta-Mtianeti"", ""active"": true}, {""name"": ""Racha-Lechkhumi and Kvemo Svaneti"", ""active"": true}, {""name"": ""Samegrelo-Zemo Svaneti"", ""active"": true}, {""name"": ""Samtskhe-Javakheti"", ""active"": true}, {""name"": ""Shida Kartli"", ""active"": true}, {""name"": ""Tbilisi"", ""active"": true}]",dd5de99e-e625-49b2-9657-48e369fec9ce,GE, eorgia,🇬🇪
Germany,"[{""name"": ""Baden-Württemberg"", ""active"": true}, {""name"": ""Bavaria"", ""active"": true}, {""name"": ""Berlin"", ""active"": true}, {""name"": ""Brandenburg"", ""active"": true}, {""name"": ""Bremen"", ""active"": true}, {""name"": ""Hamburg"", ""active"": true}, {""name"": ""Hesse"", ""active"": true}, {""name"": ""Lower Saxony"", ""active"": true}, {""name"": ""Mecklenburg-Vorpommern"", ""active"": true}, {""name"": ""North Rhine-Westphalia"", ""active"": true}, {""name"": ""Rhineland-Palatinate"", ""active"": true}, {""name"": ""Saarland"", ""active"": true}, {""name"": ""Saxony"", ""active"": true}, {""name"": ""Saxony-Anhalt"", ""active"": true}, {""name"": ""Schleswig-Holstein"", ""active"": true}, {""name"": ""Thuringia"", ""active"": true}]",f8a071bb-4ca1-4919-8e08-5668b2015847,GE, ermany,🇬🇪
Ghana,"[{""name"": ""Ahafo"", ""active"": true}, {""name"": ""Ashanti"", ""active"": true}, {""name"": ""Bono"", ""active"": true}, {""name"": ""Bono East"", ""active"": true}, {""name"": ""Central"", ""active"": true}, {""name"": ""Eastern"", ""active"": true}, {""name"": ""Greater Accra"", ""active"": true}, {""name"": ""North East"", ""active"": true}, {""name"": ""Northern"", ""active"": true}, {""name"": ""Oti"", ""active"": true}, {""name"": ""Savannah"", ""active"": true}, {""name"": ""Upper East"", ""active"": true}, {""name"": ""Upper West"", ""active"": true}, {""name"": ""Volta"", ""active"": true}, {""name"": ""Western"", ""active"": true}, {""name"": ""Western North"", ""active"": true}]",0453e977-7d09-476c-ad28-5d7ede535028,GH, hana,🇬🇭
Greece,"[{""name"": ""Attica"", ""active"": true}, {""name"": ""Central Greece"", ""active"": true}, {""name"": ""Central Macedonia"", ""active"": true}, {""name"": ""Crete"", ""active"": true}, {""name"": ""East Macedonia and Thrace"", ""active"": true}, {""name"": ""Epirus"", ""active"": true}, {""name"": ""Ionian Islands"", ""active"": true}, {""name"": ""North Aegean"", ""active"": true}, {""name"": ""Peloponnese"", ""active"": true}, {""name"": ""South Aegean"", ""active"": true}, {""name"": ""Thessaly"", ""active"": true}, {""name"": ""Western Greece"", ""active"": true}, {""name"": ""Western Macedonia"", ""active"": true}]",2a782423-29c4-4ff1-a5cb-a7b71d2cf724,GR, reece,🇬🇷
Greenland,"[{""name"": ""Avannaata"", ""active"": true}, {""name"": ""Kommuneqarfik Sermersooq"", ""active"": true}, {""name"": ""Qeqertalik"", ""active"": true}, {""name"": ""Qeqqata"", ""active"": true}, {""name"": ""Kujalleq"", ""active"": true}]",4071959a-a1d7-478e-8d16-2f9156f53d56,GR, reenland,🇬🇷
Honduras,"[{""name"": ""Atlántida"", ""active"": true}, {""name"": ""Choluteca"", ""active"": true}, {""name"": ""Colón"", ""active"": true}, {""name"": ""Comayagua"", ""active"": true}, {""name"": ""Copán"", ""active"": true}, {""name"": ""Cortés"", ""active"": true}, {""name"": ""El Paraíso"", ""active"": true}, {""name"": ""Francisco Morazán"", ""active"": true}, {""name"": ""Gracias a Dios"", ""active"": true}, {""name"": ""Intibucá"", ""active"": true}, {""name"": ""Islas de la Bahía"", ""active"": true}, {""name"": ""La Paz"", ""active"": true}, {""name"": ""Lempira"", ""active"": true}, {""name"": ""Ocotepeque"", ""active"": true}, {""name"": ""Olancho"", ""active"": true}, {""name"": ""Santa Bárbara"", ""active"": true}, {""name"": ""Valle"", ""active"": true}, {""name"": ""Yoro"", ""active"": true}]",2b1d618c-1cd0-4668-89a2-ba551d4c76dd,HO, onduras,🇭🇴
Hungary,"[{""name"": ""Baranya"", ""active"": true}, {""name"": ""Békés"", ""active"": true}, {""name"": ""Borsod-Abaúj-Zemplén"", ""active"": true}, {""name"": ""Csongrád-Csanád"", ""active"": true}, {""name"": ""Fejér"", ""active"": true}, {""name"": ""Győr-Moson-Sopron"", ""active"": true}, {""name"": ""Hajdú-Bihar"", ""active"": true}, {""name"": ""Heves"", ""active"": true}, {""name"": ""Jász-Nagykun-Szolnok"", ""active"": true}, {""name"": ""Komárom-Esztergom"", ""active"": true}, {""name"": ""Nógrád"", ""active"": true}, {""name"": ""Pest"", ""active"": true}, {""name"": ""Somogy"", ""active"": true}, {""name"": ""Szabolcs-Szatmár-Bereg"", ""active"": true}, {""name"": ""Tolna"", ""active"": true}, {""name"": ""Vas"", ""active"": true}, {""name"": ""Veszprém"", ""active"": true}, {""name"": ""Zala"", ""active"": true}, {""name"": ""Budapest"", ""active"": true}]",1651fed8-3b2b-483c-ac46-90b6a3bfdf5c,HU, ungary,🇭🇺
Iceland,"[{""name"": ""Capital Region"", ""active"": true}, {""name"": ""Eastern Region"", ""active"": true}, {""name"": ""Northeastern Region"", ""active"": true}, {""name"": ""Northern Region"", ""active"": true}, {""name"": ""Southern Region"", ""active"": true}, {""name"": ""Western Region"", ""active"": true}, {""name"": ""Westfjords"", ""active"": true}]",745d68de-4814-416d-ba77-cea08b3c7375,IC, celand,🇮🇨
India,"[{""name"": ""Andhra Pradesh"", ""active"": true}, {""name"": ""Arunachal Pradesh"", ""active"": true}, {""name"": ""Assam"", ""active"": true}, {""name"": ""Bihar"", ""active"": true}, {""name"": ""Chhattisgarh"", ""active"": true}, {""name"": ""Goa"", ""active"": true}, {""name"": ""Gujarat"", ""active"": true}, {""name"": ""Haryana"", ""active"": true}, {""name"": ""Himachal Pradesh"", ""active"": true}, {""name"": ""Jharkhand"", ""active"": true}, {""name"": ""Karnataka"", ""active"": true}, {""name"": ""Kerala"", ""active"": true}, {""name"": ""Madhya Pradesh"", ""active"": true}, {""name"": ""Maharashtra"", ""active"": true}, {""name"": ""Manipur"", ""active"": true}, {""name"": ""Meghalaya"", ""active"": true}, {""name"": ""Mizoram"", ""active"": true}, {""name"": ""Nagaland"", ""active"": true}, {""name"": ""Odisha"", ""active"": true}, {""name"": ""Punjab"", ""active"": true}, {""name"": ""Rajasthan"", ""active"": true}, {""name"": ""Sikkim"", ""active"": true}, {""name"": ""Tamil Nadu"", ""active"": true}, {""name"": ""Telangana"", ""active"": true}, {""name"": ""Tripura"", ""active"": true}, {""name"": ""Uttar Pradesh"", ""active"": true}, {""name"": ""Uttarakhand"", ""active"": true}, {""name"": ""West Bengal"", ""active"": true}, {""name"": ""Andaman and Nicobar Islands"", ""active"": true}, {""name"": ""Chandigarh"", ""active"": true}, {""name"": ""Dadra and Nagar Haveli and Daman and Diu"", ""active"": true}, {""name"": ""Delhi"", ""active"": true}, {""name"": ""Jammu and Kashmir"", ""active"": true}, {""name"": ""Ladakh"", ""active"": true}, {""name"": ""Lakshadweep"", ""active"": true}, {""name"": ""Puducherry"", ""active"": true}]",02d93ac6-f4a4-4fcd-8b52-c8867a1f6fe0,IN, ndia,🇮🇳
Indonesia,"[{""name"": ""Aceh"", ""active"": true}, {""name"": ""Bali"", ""active"": true}, {""name"": ""Banten"", ""active"": true}, {""name"": ""Bengkulu"", ""active"": true}, {""name"": ""Central Java"", ""active"": true}, {""name"": ""Central Kalimantan"", ""active"": true}, {""name"": ""Central Sulawesi"", ""active"": true}, {""name"": ""East Java"", ""active"": true}, {""name"": ""East Kalimantan"", ""active"": true}, {""name"": ""East Nusa Tenggara"", ""active"": true}, {""name"": ""Gorontalo"", ""active"": true}, {""name"": ""Jakarta"", ""active"": true}, {""name"": ""Jambi"", ""active"": true}, {""name"": ""Lampung"", ""active"": true}, {""name"": ""Maluku"", ""active"": true}, {""name"": ""North Kalimantan"", ""active"": true}, {""name"": ""North Maluku"", ""active"": true}, {""name"": ""North Sulawesi"", ""active"": true}, {""name"": ""North Sumatra"", ""active"": true}, {""name"": ""Papua"", ""active"": true}, {""name"": ""Riau"", ""active"": true}, {""name"": ""Riau Islands"", ""active"": true}, {""name"": ""South Kalimantan"", ""active"": true}, {""name"": ""South Sulawesi"", ""active"": true}, {""name"": ""South Sumatra"", ""active"": true}, {""name"": ""Southeast Sulawesi"", ""active"": true}, {""name"": ""West Java"", ""active"": true}, {""name"": ""West Kalimantan"", ""active"": true}, {""name"": ""West Nusa Tenggara"", ""active"": true}, {""name"": ""West Papua"", ""active"": true}, {""name"": ""West Sulawesi"", ""active"": true}, {""name"": ""West Sumatra"", ""active"": true}, {""name"": ""Yogyakarta"", ""active"": true}]",108ee7a3-588a-4418-b781-5ef3f0a135db,IN, ndonesia,🇮🇳
Yemen,"[{""name"": ""Abyan"", ""active"": true}, {""name"": ""Ad Dali'"", ""active"": true}, {""name"": ""Al Bayda'"", ""active"": true}, {""name"": ""Al Hudaydah"", ""active"": true}, {""name"": ""Al Jawf"", ""active"": true}, {""name"": ""Al Mahrah"", ""active"": true}, {""name"": ""Al Mahwit"", ""active"": true}, {""name"": ""Amran"", ""active"": true}, {""name"": ""Dhamar"", ""active"": true}, {""name"": ""Hadhramaut"", ""active"": true}, {""name"": ""Hajjah"", ""active"": true}, {""name"": ""Ibb"", ""active"": true}, {""name"": ""Lahij"", ""active"": true}, {""name"": ""Ma'rib"", ""active"": true}, {""name"": ""Raymah"", ""active"": true}, {""name"": ""Sa'dah"", ""active"": true}, {""name"": ""Sana'a"", ""active"": true}, {""name"": ""Shabwah"", ""active"": true}, {""name"": ""Ta'izz"", ""active"": true}]",8a0c7794-ae2e-4cdc-a089-7080622e6e6b,YE, emen,🇾🇪
Iran,"[{""name"": ""Alborz"", ""active"": true}, {""name"": ""Ardabil"", ""active"": true}, {""name"": ""Bushehr"", ""active"": true}, {""name"": ""Chaharmahal and Bakhtiari"", ""active"": true}, {""name"": ""East Azerbaijan"", ""active"": true}, {""name"": ""Fars"", ""active"": true}, {""name"": ""Gilan"", ""active"": true}, {""name"": ""Golestan"", ""active"": true}, {""name"": ""Hamadan"", ""active"": true}, {""name"": ""Hormozgan"", ""active"": true}, {""name"": ""Ilam"", ""active"": true}, {""name"": ""Isfahan"", ""active"": true}, {""name"": ""Kerman"", ""active"": true}, {""name"": ""Kermanshah"", ""active"": true}, {""name"": ""Khuzestan"", ""active"": true}, {""name"": ""Kohgiluyeh and Boyer-Ahmad"", ""active"": true}, {""name"": ""Kurdistan"", ""active"": true}, {""name"": ""Lorestan"", ""active"": true}, {""name"": ""Markazi"", ""active"": true}, {""name"": ""Mazandaran"", ""active"": true}, {""name"": ""North Khorasan"", ""active"": true}, {""name"": ""Qazvin"", ""active"": true}, {""name"": ""Qom"", ""active"": true}, {""name"": ""Razavi Khorasan"", ""active"": true}, {""name"": ""Semnan"", ""active"": true}, {""name"": ""Sistan and Baluchestan"", ""active"": true}, {""name"": ""South Khorasan"", ""active"": true}, {""name"": ""Tehran"", ""active"": true}, {""name"": ""West Azerbaijan"", ""active"": true}, {""name"": ""Yazd"", ""active"": true}, {""name"": ""Zanjan"", ""active"": true}]",2ad14c25-c631-4b5c-8ec5-56871616599d,IR, ran,🇮🇷
Iraq,"[{""name"": ""Al Anbar"", ""active"": true}, {""name"": ""Al Muthanna"", ""active"": true}, {""name"": ""Al-Qādisiyyah"", ""active"": true}, {""name"": ""An-Najaf"", ""active"": true}, {""name"": ""Arbil"", ""active"": true}, {""name"": ""As-Sulaymaniyah"", ""active"": true}, {""name"": ""Babil"", ""active"": true}, {""name"": ""Baghdad"", ""active"": true}, {""name"": ""Dahuk"", ""active"": true}, {""name"": ""Dhi Qar"", ""active"": true}, {""name"": ""Diyala"", ""active"": true}, {""name"": ""Karbala"", ""active"": true}, {""name"": ""Maysan"", ""active"": true}, {""name"": ""Ninawa"", ""active"": true}, {""name"": ""Al Basrah"", ""active"": true}, {""name"": ""Wasit"", ""active"": true}]",d8eb129f-fc1c-43d8-bd76-7f7169b05a15,IR, raq,🇮🇷
Ireland,"[{""name"": ""Carlow"", ""active"": true}, {""name"": ""Cavan"", ""active"": true}, {""name"": ""Clare"", ""active"": true}, {""name"": ""Cork"", ""active"": true}, {""name"": ""Donegal"", ""active"": true}, {""name"": ""Dublin"", ""active"": true}, {""name"": ""Galway"", ""active"": true}, {""name"": ""Kerry"", ""active"": true}, {""name"": ""Kildare"", ""active"": true}, {""name"": ""Kilkenny"", ""active"": true}, {""name"": ""Laois"", ""active"": true}, {""name"": ""Leitrim"", ""active"": true}, {""name"": ""Limerick"", ""active"": true}, {""name"": ""Longford"", ""active"": true}, {""name"": ""Louth"", ""active"": true}, {""name"": ""Mayo"", ""active"": true}, {""name"": ""Meath"", ""active"": true}, {""name"": ""Monaghan"", ""active"": true}, {""name"": ""Offaly"", ""active"": true}, {""name"": ""Roscommon"", ""active"": true}, {""name"": ""Sligo"", ""active"": true}, {""name"": ""Tipperary"", ""active"": true}, {""name"": ""Waterford"", ""active"": true}, {""name"": ""Westmeath"", ""active"": true}, {""name"": ""Wexford"", ""active"": true}, {""name"": ""Wicklow"", ""active"": true}]",280e7721-285d-45a4-a6e8-24e649cdaa92,IR, reland,🇮🇷
Isle of Man,"[{""name"": ""Ayre"", ""active"": true}, {""name"": ""Glenfaba"", ""active"": true}, {""name"": ""Middle"", ""active"": true}, {""name"": ""Michael"", ""active"": true}, {""name"": ""Rushen"", ""active"": true}, {""name"": ""Garff"", ""active"": true}]",37d7b2ae-c0df-4c93-9bd8-c72bcbd30417,IS, sle of an,🇮🇸
Israel,"[{""name"": ""Central District"", ""active"": true}, {""name"": ""Haifa District"", ""active"": true}, {""name"": ""Jerusalem District"", ""active"": true}, {""name"": ""Northern District"", ""active"": true}, {""name"": ""Southern District"", ""active"": true}, {""name"": ""Tel Aviv District"", ""active"": true}]",2c860a5e-1bf9-4f9a-beed-90ff833181fa,IS, srael,🇮🇸
Italy,"[{""name"": ""Abruzzo"", ""active"": true}, {""name"": ""Aosta Valley"", ""active"": true}, {""name"": ""Apulia"", ""active"": true}, {""name"": ""Basilicata"", ""active"": true}, {""name"": ""Calabria"", ""active"": true}, {""name"": ""Campania"", ""active"": true}, {""name"": ""Emilia-Romagna"", ""active"": true}, {""name"": ""Friuli Venezia Giulia"", ""active"": true}, {""name"": ""Lazio"", ""active"": true}, {""name"": ""Liguria"", ""active"": true}, {""name"": ""Lombardy"", ""active"": true}, {""name"": ""Marche"", ""active"": true}, {""name"": ""Molise"", ""active"": true}, {""name"": ""Piedmont"", ""active"": true}, {""name"": ""Sardinia"", ""active"": true}, {""name"": ""Sicily"", ""active"": true}, {""name"": ""Trentino-Alto Adige/Südtirol"", ""active"": true}, {""name"": ""Tuscany"", ""active"": true}, {""name"": ""Umbria"", ""active"": true}, {""name"": ""Veneto"", ""active"": true}]",28648ef8-668e-4640-af97-c1215a247bc1,IT, taly,🇮🇹
Solomon Islands,"[{""name"": ""Central Province"", ""active"": true}, {""name"": ""Choiseul Province"", ""active"": true}, {""name"": ""Guadalcanal Province"", ""active"": true}, {""name"": ""Honiara"", ""active"": true}, {""name"": ""Isabel Province"", ""active"": true}, {""name"": ""Makira-Ulawa Province"", ""active"": true}, {""name"": ""Malaita Province"", ""active"": true}, {""name"": ""Rennell and Bellona Province"", ""active"": true}, {""name"": ""Temotu Province"", ""active"": true}, {""name"": ""Western Province"", ""active"": true}]",6d286a8d-7d99-40cf-9beb-fa61d45e5dc0,SO, olomon slands,🇸🇴
Somalia,"[{""name"": ""Awdal"", ""active"": true}, {""name"": ""Bakool"", ""active"": true}, {""name"": ""Banaadir"", ""active"": true}, {""name"": ""Bari"", ""active"": true}, {""name"": ""Bay"", ""active"": true}, {""name"": ""Galguduud"", ""active"": true}, {""name"": ""Gedo"", ""active"": true}, {""name"": ""Hiiraan"", ""active"": true}, {""name"": ""Lower Juba"", ""active"": true}, {""name"": ""Lower Shabelle"", ""active"": true}, {""name"": ""Middle Juba"", ""active"": true}, {""name"": ""Middle Shabelle"", ""active"": true}, {""name"": ""Nugaal"", ""active"": true}, {""name"": ""Sanaag"", ""active"": true}, {""name"": ""Sool"", ""active"": true}, {""name"": ""Togdheer"", ""active"": true}, {""name"": ""Woqooyi Galbeed"", ""active"": true}]",aa51ffdc-954e-40d1-a48e-908962acd267,SO, omalia,🇸🇴
South Africa,"[{""name"": ""Eastern Cape"", ""active"": true}, {""name"": ""Free State"", ""active"": true}, {""name"": ""Gauteng"", ""active"": true}, {""name"": ""KwaZulu-Natal"", ""active"": true}, {""name"": ""Limpopo"", ""active"": true}, {""name"": ""Mpumalanga"", ""active"": true}, {""name"": ""Northern Cape"", ""active"": true}, {""name"": ""North West"", ""active"": true}, {""name"": ""Western Cape"", ""active"": true}]",e68280ef-60a2-4931-ad98-cf8eba52a2b5,SO, outh frica,🇸🇴
South Korea,"[{""name"": ""Busan"", ""active"": true}, {""name"": ""Chungcheongbuk-do"", ""active"": true}, {""name"": ""Chungcheongnam-do"", ""active"": true}, {""name"": ""Daegu"", ""active"": true}, {""name"": ""Daejeon"", ""active"": true}, {""name"": ""Gangwon-do"", ""active"": true}, {""name"": ""Gwangju"", ""active"": true}, {""name"": ""Gyeonggi-do"", ""active"": true}, {""name"": ""Gyeongsangbuk-do"", ""active"": true}, {""name"": ""Gyeongsangnam-do"", ""active"": true}, {""name"": ""Incheon"", ""active"": true}, {""name"": ""Jeju-do"", ""active"": true}, {""name"": ""Jeollabuk-do"", ""active"": true}, {""name"": ""Jeollanam-do"", ""active"": true}, {""name"": ""Sejong"", ""active"": true}, {""name"": ""Seoul"", ""active"": true}, {""name"": ""Ulsan"", ""active"": true}]",e76b65f5-3742-417e-a739-2dd3d1f562a5,SO, outh orea,🇸🇴
South Sudan,"[{""name"": ""Central Equatoria"", ""active"": true}, {""name"": ""Eastern Equatoria"", ""active"": true}, {""name"": ""Jonglei"", ""active"": true}, {""name"": ""Lakes"", ""active"": true}, {""name"": ""Northern Bahr el Ghazal"", ""active"": true}, {""name"": ""Unity"", ""active"": true}, {""name"": ""Upper Nile"", ""active"": true}, {""name"": ""Warrap"", ""active"": true}, {""name"": ""Western Bahr el Ghazal"", ""active"": true}, {""name"": ""Western Equatoria"", ""active"": true}]",0c7b8a9b-a0d9-4b59-8ed1-b9e02cba6c1b,SO, outh udan,🇸🇴
Spain,"[{""name"": ""Andalusia"", ""active"": true}, {""name"": ""Aragon"", ""active"": true}, {""name"": ""Asturias"", ""active"": true}, {""name"": ""Balearic Islands"", ""active"": true}, {""name"": ""Basque Country"", ""active"": true}, {""name"": ""Canary Islands"", ""active"": true}, {""name"": ""Cantabria"", ""active"": true}, {""name"": ""Castile and León"", ""active"": true}, {""name"": ""Castilla-La Mancha"", ""active"": true}, {""name"": ""Catalonia"", ""active"": true}, {""name"": ""Community of Madrid"", ""active"": true}, {""name"": ""Extremadura"", ""active"": true}, {""name"": ""Galicia"", ""active"": true}, {""name"": ""La Rioja"", ""active"": true}, {""name"": ""Navarre"", ""active"": true}, {""name"": ""Region of Murcia"", ""active"": true}, {""name"": ""Valencian Community"", ""active"": true}]",21e1a2a1-25c3-476e-9717-cbc0078f38bf,SP, pain,🇸🇵
Sri Lanka,"[{""name"": ""Central Province"", ""active"": true}, {""name"": ""Eastern Province"", ""active"": true}, {""name"": ""North Central Province"", ""active"": true}, {""name"": ""Northern Province"", ""active"": true}, {""name"": ""North Western Province"", ""active"": true}, {""name"": ""Sabaragamuwa Province"", ""active"": true}, {""name"": ""Southern Province"", ""active"": true}, {""name"": ""Uva Province"", ""active"": true}, {""name"": ""Western Province"", ""active"": true}]",21c98bea-b8e3-4132-9c3c-354444fd8223,SR, ri anka,🇸🇷
St. Vincent and the Grenadines,"[{""name"": ""Charlotte"", ""active"": true}, {""name"": ""Grenadines"", ""active"": true}, {""name"": ""Saint Andrew"", ""active"": true}, {""name"": ""Saint David"", ""active"": true}, {""name"": ""Saint George"", ""active"": true}, {""name"": ""Saint Patrick"", ""active"": true}]",2bfebadf-8fe5-4921-ad99-32976aaf8f77,ST, t incent and the renadines,🇸🇹
Switzerland,"[{""name"": ""Aargau"", ""active"": true}, {""name"": ""Appenzell Ausserrhoden"", ""active"": true}, {""name"": ""Appenzell Innerrhoden"", ""active"": true}, {""name"": ""Basel-Landschaft"", ""active"": true}, {""name"": ""Basel-Stadt"", ""active"": true}, {""name"": ""Bern"", ""active"": true}, {""name"": ""Fribourg"", ""active"": true}, {""name"": ""Geneva"", ""active"": true}, {""name"": ""Glarus"", ""active"": true}, {""name"": ""Graubünden"", ""active"": true}, {""name"": ""Jura"", ""active"": true}, {""name"": ""Lucerne"", ""active"": true}, {""name"": ""Neuchâtel"", ""active"": true}, {""name"": ""Nidwalden"", ""active"": true}, {""name"": ""Obwalden"", ""active"": true}, {""name"": ""Schaffhausen"", ""active"": true}, {""name"": ""Schwyz"", ""active"": true}, {""name"": ""Solothurn"", ""active"": true}, {""name"": ""St. Gallen"", ""active"": true}, {""name"": ""Thurgau"", ""active"": true}, {""name"": ""Ticino"", ""active"": true}, {""name"": ""Uri"", ""active"": true}, {""name"": ""Valais"", ""active"": true}, {""name"": ""Vaud"", ""active"": true}, {""name"": ""Zug"", ""active"": true}, {""name"": ""Zurich"", ""active"": true}]",f81be094-151e-4ac5-aca0-ed53c18a731e,SW, witzerland,🇸🇼
Syria,"[{""name"": ""Al-Hasakah"", ""active"": true}, {""name"": ""Al-Raqqah"", ""active"": true}, {""name"": ""Aleppo"", ""active"": true}, {""name"": ""Damascus"", ""active"": true}, {""name"": ""Daraa"", ""active"": true}, {""name"": ""Deir ez-Zor"", ""active"": true}, {""name"": ""Hama"", ""active"": true}, {""name"": ""Homs"", ""active"": true}, {""name"": ""Idlib"", ""active"": true}, {""name"": ""Latakia"", ""active"": true}, {""name"": ""Quneitra"", ""active"": true}, {""name"": ""Raqqa"", ""active"": true}, {""name"": ""Rif Dimashq"", ""active"": true}, {""name"": ""Suwayda"", ""active"": true}, {""name"": ""Tartus"", ""active"": true}]",86528fae-b31b-47f6-8d63-749252e4e31a,SY, yria,🇸🇾
Taiwan,"[{""name"": ""Changhua"", ""active"": true}, {""name"": ""Chiayi"", ""active"": true}, {""name"": ""Hsinchu"", ""active"": true}, {""name"": ""Hualien"", ""active"": true}, {""name"": ""Kaohsiung"", ""active"": true}, {""name"": ""Keelung"", ""active"": true}, {""name"": ""Kinmen"", ""active"": true}, {""name"": ""Lienchiang"", ""active"": true}, {""name"": ""Miaoli"", ""active"": true}, {""name"": ""Nantou"", ""active"": true}, {""name"": ""New Taipei"", ""active"": true}, {""name"": ""Penghu"", ""active"": true}, {""name"": ""Pingtung"", ""active"": true}, {""name"": ""Taichung"", ""active"": true}, {""name"": ""Tainan"", ""active"": true}, {""name"": ""Taitung"", ""active"": true}, {""name"": ""Taoyuan"", ""active"": true}, {""name"": ""Yilan"", ""active"": true}, {""name"": ""Yunlin"", ""active"": true}]",45d02468-ba57-44ad-b642-5ff2f8e79fa1,TA, aiwan,🇹🇦
Tanzania,"[{""name"": ""Arusha"", ""active"": true}, {""name"": ""Dar es Salaam"", ""active"": true}, {""name"": ""Dodoma"", ""active"": true}, {""name"": ""Geita"", ""active"": true}, {""name"": ""Iringa"", ""active"": true}, {""name"": ""Kagera"", ""active"": true}, {""name"": ""Katavi"", ""active"": true}, {""name"": ""Kigoma"", ""active"": true}, {""name"": ""Kilimanjaro"", ""active"": true}, {""name"": ""Lindi"", ""active"": true}, {""name"": ""Manyara"", ""active"": true}, {""name"": ""Mara"", ""active"": true}, {""name"": ""Mbeya"", ""active"": true}, {""name"": ""Morogoro"", ""active"": true}, {""name"": ""Mtwara"", ""active"": true}, {""name"": ""Mwanza"", ""active"": true}, {""name"": ""Njombe"", ""active"": true}, {""name"": ""Pwani"", ""active"": true}, {""name"": ""Rukwa"", ""active"": true}, {""name"": ""Ruvuma"", ""active"": true}, {""name"": ""Shinyanga"", ""active"": true}, {""name"": ""Simiyu"", ""active"": true}, {""name"": ""Singida"", ""active"": true}, {""name"": ""Tabora"", ""active"": true}, {""name"": ""Tanga"", ""active"": true}, {""name"": ""Zanzibar North"", ""active"": true}, {""name"": ""Zanzibar South and Central"", ""active"": true}, {""name"": ""Zanzibar West"", ""active"": true}]",0912ed3b-6a5d-421b-aedf-52035c649bfa,TA, anzania,🇹🇦
